permno,fyearq,fqtr,apdedateq,datadateq,pdateq,fdateq,gvkey,revtq,req,epspiq,quickq,curratq,cashrratq,peq,roeq,roaq,niq,opepsq,oiadpq,oibdpq,piq,pbq,revtq_1o1,req_1o1,epspiq_1o1,quickq_1o1,curratq_1o1,cashrratq_1o1,peq_1o1,roeq_1o1,roaq_1o1,niq_1o1,opepsq_1o1,oiadpq_1o1,oibdpq_1o1,piq_1o1,pbq_1o1,revtq_1o1r,req_1o1r,epspiq_1o1r,quickq_1o1r,curratq_1o1r,cashrratq_1o1r,peq_1o1r,roeq_1o1r,roaq_1o1r,niq_1o1r,opepsq_1o1r,oiadpq_1o1r,oibdpq_1o1r,piq_1o1r,pbq_1o1r
10318.0,2000.0,1.0,,2000-03-31,,,001979,7.751,16.325,0.17,2.815800960279354,3.851593190746399,,53.00988875154511,0.009987654320987655,0.04351567962992847,0.809,0.17,1.294,1.802,1.296,2.3067613361303856,0.7040000000000006,2.9079999999999995,0.020000000000000018,0.8913625668144121,0.9329410464305381,,15.558222084878452,-0.012696655697915938,-0.0017168153944970774,0.05900000000000005,0.020000000000000018,0.08800000000000008,0.08699999999999997,0.133,0.6127290099739415,0.09990066695047539,0.21673995677126023,0.13333333333333353,0.46318061926083165,0.31964790605398496,,0.41542135423110116,-0.5597109053497942,-0.037955354741541436,0.07866666666666666,0.13333333333333353,0.07296849087893875,0.050728862973761,0.11435941530524496,0.36169853462250634
10786.0,2000.0,1.0,,2000-03-31,,,002189,1138.9,-767.9,-0.05,0.36359265313972505,1.1644388883546495,,255.18193548387094,0.08611111111111111,0.002436915336844587,3.1,-0.05,19.1,90.7,3.7,0.6285768772348033,179.4000000000001,-154.5,0.23000000000000004,-0.07068444880881636,-0.3768465029684209,,297.2340546244959,0.4622359963269055,0.02002295641673742,28.700000000000003,0.23000000000000004,38.6,49.0,34.800000000000004,-0.11803124399413067,0.18697238144867123,0.2518747962178025,-0.8214285714285714,-0.1627634717365134,-0.24450144346397018,,-7.068230108226558,-1.22894287109375,-1.1385710021814321,-1.12109375,-0.8214285714285714,-1.9794871794871796,1.175059952038369,-1.1189710610932475,-0.15808995460677355
10866.0,2000.0,1.0,,2000-04-30,,,002436,394.757,139.816,0.37,0.42127774665301476,2.059903792284064,,28.51466096518021,0.06232480666270077,0.025774859671083197,6.548,0.37,14.031,,9.94,0.7349613849460334,-2.069000000000017,28.656999999999996,0.010000000000000009,-0.06095230938991697,0.08480281143686041,,-19.371669386308074,0.038589159799031714,-0.002445758001207339,0.2320000000000002,0.010000000000000009,-2.1270000000000007,,-0.2400000000000002,-0.6164204356323196,-0.005213872074914527,0.2578018873865364,0.0277777777777779,-0.1263967449272605,0.0429359370782576,,-0.40453443068447636,1.6257892620612826,-0.08666564387812103,0.036732108929702356,0.0277777777777779,-0.13163757890828076,,-0.023575638506876273,-0.4561408376564583
10874.0,2000.0,1.0,,2000-03-31,,,002444,955.4,1215.2,0.64,0.8414158740059254,1.3743957586153126,,28.69402257240204,0.16367894215164092,0.04538074990336297,58.7,0.66,113.0,148.2,97.7,1.302156262079629,10.299999999999955,-15.0,0.010000000000000009,0.017253616510334524,-0.04041905619950237,,-1.7470690074590678,0.005166714255913946,0.0030246943110400076,1.1000000000000014,0.050000000000000044,6.299999999999997,3.3999999999999773,7.200000000000003,0.012791694832037459,0.010898317638345034,-0.012193139326938662,0.015873015873015817,0.02093473263719159,-0.02856844286352256,,-0.057391798939788186,0.03259505165313015,0.07141114224971012,0.01909722222222232,0.08196721311475419,0.059044048734770316,0.023480662983425216,0.07955801104972382,0.009920929391866284
10890.0,2000.0,1.0,,2000-03-31,,,002504,1668.7,-1515.4,0.34,0.8271828782707621,0.9613196814562002,,75.66355633802817,0.16140089154101622,0.05101552021460049,106.5,0.34,175.7,215.9,161.4,3.8600156878712397,-154.0999999999999,,0.010000000000000009,-0.04284527005869565,-0.09118307218472488,,7.734202379884408,0.01804016104047862,-0.02553250513888563,-3.4000000000000057,0.010000000000000009,-77.5,-79.29999999999998,-8.299999999999983,-13.631633796664843,-0.08454026771999112,,0.030303030303030276,-0.04924584352927308,-0.08663452125830085,,0.11385655727934663,0.12583753568701983,-0.33354884101818094,-0.030937215650591487,0.030303030303030276,-0.3060821484992101,-0.26863143631436315,-0.048909840895698165,-0.7793223737256009
10989.0,2000.0,1.0,,2000-03-31,,,002562,2218.0,2652.0,0.57,0.6368485843249897,0.9524004924086992,,80.325861328125,0.07301234757157296,0.17130620985010706,160.0,0.57,308.0,374.0,261.0,20.33566109572785,23.0,34.0,0.06999999999999995,-0.020079958904382633,-0.03930894304333399,,-10.867194227430545,0.00782447975808269,0.04063470349801995,16.0,0.06999999999999995,23.0,24.0,22.0,5.0838608634398135,0.010478359908883794,0.01298701298701288,0.1399999999999999,-0.030566427827404596,-0.039637560799667626,,-0.11916690543185238,0.12002969295558796,0.31096835593623595,0.11111111111111116,0.1399999999999999,0.08070175438596494,0.0685714285714285,0.09205020920502083,0.3333285766933458
10886.0,2000.0,1.0,,2000-03-31,,,004001,136.366,-4.255,-0.1,0.6506317552138835,2.3231846551986606,,-45.68676097972973,-0.06012775243007339,-0.01014263074484945,-1.184,-0.1,2.215,8.644,-1.919,0.4633839465455947,-4.857999999999976,13.814,-0.33,-0.5251530388343836,0.11283263197238602,,-78.65783656112508,-0.11094954375047968,-0.035294222704138956,-3.7640000000000002,-0.33,-6.525,-6.356,-6.193,-0.3658910929365555,-0.034399252251741785,-0.7645138081797553,-1.434782608695652,-0.4466404409145859,0.051047358423792266,,-2.3856618315936737,-2.183109663549591,-1.4032599909089796,-1.4589147286821704,-1.434782608695652,-0.7465675057208239,-0.4237333333333333,-1.4489939167056622,-0.4412180223886156
10016.0,2000.0,1.0,,2000-03-31,,,004641,61.752,8.257,0.35,1.4991509700952803,2.01282978522688,,58.817612892670155,0.017155738783386693,0.06939855343983829,6.112,0.35,10.783,12.446,9.593,4.081857251535693,12.999000000000002,36.511,-0.84,-0.38372063972895454,-0.2484174502521097,,44.14440523605762,-0.05422772998117001,-0.21058065924042674,-15.438,0.11999999999999997,1.7619999999999987,1.991999999999999,3.067,-0.02633587565672002,0.2666297458617932,-1.2922418064698804,-0.7058823529411764,-0.20379543550756218,-0.10985859765992756,,3.0085040891630674,-0.7596679023826752,-0.7521296214262481,-0.7163805104408353,0.5217391304347825,0.19532202638288432,0.1905490721255021,0.46996628869138823,-0.006410573904717665
10342.0,2000.0,1.0,,2000-03-31,,,004675,60.299,-12.511,0.4,1.243505063848525,1.592023652261433,,125.82123287671234,0.003277216610549944,0.056759144725216454,8.03,0.47,14.931,18.202,12.612,7.14150556635448,22.711,34.336,-0.26,0.4141422208067026,0.4850338816106141,,105.94800001461579,-0.03943122055570139,1.3428654912089186,0.5319999999999991,-0.19000000000000006,6.5859999999999985,9.171000000000001,5.114,24.016873629774636,0.6042087900393742,-0.7329391423143425,-0.3939393939393939,0.49934986150062977,0.4381557033950314,,5.331190991913866,-0.923265358603671,-1.0441325438447604,0.07095225393438231,-0.28787878787878796,0.7892150988615936,1.0155021592293214,0.6820485462790078,-1.4231910995668737
10092.0,2000.0,1.0,,2000-03-31,,,006661,20.7,43.38,0.79,1.3570988680396976,1.3608593524336874,,30.026286173633444,0.016716217351137985,0.13276791940005409,9.33,0.79,15.181,15.225,16.222,3.9865275425839233,17.448,32.223,0.63,-0.5833024053740878,-0.6714942419988292,,-163.12522389348064,0.015807005093553272,0.09215075660428482,8.585,0.63,14.02,14.042,14.915000000000001,-3.8587387860607176,5.365313653136532,2.8881419736488305,3.9375,-0.3006091643858142,-0.3304022704702264,,-0.8445454236252139,17.385384943603757,2.2687639968265665,11.523489932885907,3.9375,12.075796726959517,11.8698224852071,11.411629686304515,-0.4918556776041737
10507.0,2000.0,1.0,,2000-06-30,,,007205,18.808,13.072,0.11,1.7310893286480487,4.031070834103939,,32.197906281156534,0.08187755102040815,0.043962305500767025,1.003,0.11,1.801,2.144,1.644,1.4154941924172693,0.8949999999999996,3.561,0.03,0.3586251281707218,0.5788035310013142,,-8.654942983549347,0.00937442732194918,0.007832450551508212,0.32299999999999984,0.03,0.45299999999999985,0.4810000000000001,0.5299999999999998,-0.0605133257804884,0.04996371350415907,0.3744085795394807,0.375,0.261300169465984,0.16765895574804746,,-0.2118565323918945,0.12929687499999987,0.21678610563225886,0.47499999999999964,0.375,0.336053412462908,0.2892363199037884,0.4757630161579891,-0.04099797936962857
10025.0,2000.0,1.0,,2000-01-31,,,011903,163.846,27.758,-0.15,0.7524088758579331,1.2719597521156796,,-206.34431916738944,-0.0011348250672818148,-0.018806681020421483,-1.153,-0.15,3.729,11.669,-1.954,3.8806517909571348,11.948000000000008,-8.355,2.02,-0.04249670719430365,-0.049473998396599494,,-196.28601331936204,0.03219269508069017,0.2172324841740571,14.613,-0.4,-6.851,-6.893999999999998,-4.9959999999999996,1.5064976753180055,0.07865804684722644,-0.23135712901171324,-0.9308755760368663,-0.05346132685485361,-0.03743963583298815,,19.514818527600944,-0.9659493096923123,-0.9203238962274495,-0.9268679436762653,-1.6,-0.6475425330812854,-0.3713839357862414,-1.6423405654174885,0.6345408098801757
10012.0,2000.0,1.0,,2000-05-31,,,011907,10.98,-9.317,0.06,2.679857397504456,3.2641711229946524,,91.02769886363636,0.03808622147083685,0.11391585760517797,1.232,0.06,1.267,1.63,1.272,10.369498381877023,4.939,3.516,0.049999999999999996,1.563919622335686,1.312600826546164,,-120.11608192454095,0.0001256663210925102,0.07967736882123463,1.029,0.049999999999999996,1.032,1.133,1.069,3.1402544115616244,0.8175798708823041,-0.2739811423673342,5.0,1.4014398088631461,0.6725870079775575,,-0.5688828791270117,0.0033104447655412095,2.3271286686753694,5.068965517241379,5.0,4.391489361702128,2.2796780684104627,5.266009852216748,0.43438213241330415
10116.0,2000.0,1.0,,2000-03-31,,,011929,3.151,-81.366,-0.28,0.43389076946395194,0.5867731016015764,,-6.627266046055856,-1.1611022222222223,0.08802535958424082,-4.082,-0.28,-2.585,-2.394,-4.082,-0.5833674767644966,-0.0730000000000004,-20.863,-0.05000000000000002,0.259695333536509,0.14007912851790166,,-0.9137243793891887,0.7406120634920634,-0.014670565180649464,-0.806,-0.05000000000000002,-0.16400000000000015,-0.30200000000000005,-0.806,0.003389968376569241,-0.022642679900744533,0.3448258764028229,0.21739130434782616,1.490827426986543,0.3135908182304086,,0.15992258964696826,-0.38944444444444437,-0.14285440453684917,0.24603174603174605,0.21739130434782616,0.06774060305658836,0.1443594646271511,0.24603174603174605,-0.005777461205889289
10039.0,2000.0,1.0,,2000-03-31,,,011948,1.265,-20.841,-2.68,4.806547619047619,4.918290043290043,,-38.67093937125749,-0.002180316024785591,-0.2294481337302496,-4.008,-2.68,-4.265,-4.116,-4.003,8.937442336524047,-0.049000000000000155,-11.410000000000002,-2.24,0.4771083667111693,0.33008910871060415,,-5.044325310999234,0.004227038183775167,-0.06002664612694386,-2.614,-2.24,-2.787,-2.747,-2.612,3.1396068386885494,-0.03729071537290729,1.209839889725374,5.090909090909091,0.11020096111839206,0.0719430368061813,,0.15000990887634114,-0.6597166390656992,0.3543036186029369,1.8751793400286947,5.090909090909091,1.8856562922868738,2.0065741417092764,1.877785765636233,0.5415136113918129
10035.0,2000.0,1.0,,1999-12-31,,,011974,262.212,13.147,0.29,0.29833768169959013,1.2546552366753634,,32.81003069941271,0.06479275708301428,0.05486286724142982,5.619,0.29,7.347,11.046,5.619,1.800052358449116,-31.886000000000024,-35.346000000000004,0.16999999999999998,-0.023391532977600105,0.047572167026770584,,-22.719251988238625,0.02492924497065685,0.04032816255460344,3.9669999999999996,0.16999999999999998,4.155,4.885999999999999,3.0149999999999997,0.992950633112803,-0.10841964243211455,-0.7288887055863733,1.4166666666666665,-0.07270565404223606,0.039410847706297325,,-0.4091400228602441,0.6253649929387166,2.7746117601656612,2.401331719128329,1.4166666666666665,1.3016917293233083,0.793181818181818,1.1578341013824884,1.230267018322936
10147.0,2000.0,1.0,,2000-03-31,,,012053,1822.598,3591.475,0.32,2.632934661719175,3.0861698467992156,,411.7784310831448,0.02091124968505921,0.056455506302432776,331.987,0.32,421.64,537.806,454.776,23.247159811220364,339.2929999999999,872.8959999999997,-0.12,-1.065427883461611,-1.3560234641138065,,120.93076887691518,0.007288446463564196,-0.005403109650509885,109.66200000000003,-0.12,144.51,170.23300000000006,158.49200000000002,5.255725973994011,0.228741223146959,0.32108539056617436,-0.2727272727272727,-0.28808097379472297,-0.3052598951023807,,0.4157873161489176,0.5350181122827917,-0.08734611286195215,0.49325087147194435,-0.2727272727272727,0.5214520261249234,0.4631270523134181,0.5349326997070378,0.29212379744405403
10100.0,2000.0,1.0,,2000-06-30,,,012065,0.27,5.109,0.0,60.90151515151515,60.90151515151515,,4541.125,0.00044290657439446365,0.00023892008123282762,0.002,0.0,-0.119,-0.107,0.004,1.0849659538884242,0.0030000000000000027,-0.2709999999999999,0.0,7.43054740957966,7.43054740957966,,9349.375,0.0008379683027895254,0.00047034799143879844,0.004,0.0,-0.0010000000000000009,-0.0030000000000000027,0.005,-0.027797295359435203,0.011235955056179803,-0.050371747211895856,,0.1389641467766467,0.1389641467766467,,-1.9444444444444444,-2.121107266435986,-2.032373671007048,-2.0,,0.008474576271186418,0.028846153846153966,-5.0,-0.024980421826676924
10028.0,2000.0,1.0,,2000-03-31,,,012096,5.595,-0.167,0.03,0.2980452874008129,1.318753628798142,,207.6513157894737,0.004136054421768708,0.027771010962241167,0.114,0.03,0.01,0.075,0.174,5.7666869671132766,0.952,0.74,0.12,-1.660756210726528,-1.8505347607149667,,250.62303815451224,0.028448554421768708,0.18443633516683236,0.503,0.12,-0.051,-0.016,0.764,-0.9654918488351729,0.20503984492784832,-0.8158765159867696,-1.3333333333333333,-0.8478430368336194,-0.583895983350149,,-5.832278167151547,-1.1701204903555253,-1.1772632910520433,-1.2930591259640103,-1.3333333333333333,-0.8360655737704918,-0.17582417582417587,-1.2949152542372881,-0.14341446881178121
10078.0,2000.0,1.0,,1999-09-30,,,012136,3145.556,,0.36,2.3191177316569616,2.448830928928916,,266.8746904644686,0.031469765290785066,0.05312524763819042,272.182,0.36,382.744,569.744,407.789,14.177784019290305,636.2159999999999,,0.07999999999999996,0.5190500182500724,0.47313556432740156,,96.8910081156414,-0.013477910198699497,0.023596417393220905,160.654,-0.20000000000000007,,,194.67299999999997,9.158364718796967,0.25353917763236544,,0.2857142857142856,0.2883502739281374,0.23947799483896137,,0.5700018188617026,-0.29985778022831533,0.799097600462543,1.4404813141094612,-0.3571428571428572,,,0.9134602751553142,1.8245865050359167
10138.0,2000.0,1.0,,2000-03-31,,,012138,316.331,764.841,0.62,,,,63.54407335341312,0.04809101105592053,0.08248132094988618,75.034,0.62,130.852,140.512,130.791,5.654239820694808,70.50600000000003,173.66499999999996,0.18,,,,-13.803538138386493,0.0028894507253420174,0.008334134370010543,21.622000000000007,0.18,,,35.55499999999999,-0.5856075471538889,0.2868137902979764,0.29376192538262713,0.40909090909090917,,,,-0.1784610781400786,0.06392369431962575,0.11239987320398903,0.40481539728899896,0.40909090909090917,,,0.3733357133856945,-0.09384965891494046
10042.0,2000.0,1.0,,2000-03-31,,,012139,8.846,-51.065,-0.07,0.3481276005547851,0.8872707659115426,,-16.089022140221402,-0.6423703703703704,-0.01813760485454221,-0.813,-0.07,-0.71,1.915,-0.813,0.2918163260753168,1.5099999999999998,-0.22799999999999443,-0.07,0.14801697671534772,0.4650827844015272,,10.40900935584159,7.319752078609222,-0.009666043507986423,-0.43199999999999994,-0.05,-0.16299999999999992,0.845,-0.43199999999999994,0.06733662669345172,0.20583424209378398,0.00448492239903997,-inf,0.7396757547171109,1.1016011937101866,,-0.39282198594216833,-0.9193217167298532,1.1409990570293478,1.1338582677165352,2.5000000000000004,0.2979890310786104,0.7897196261682242,1.1338582677165352,0.29996755554676935
10107.0,2000.0,1.0,,1999-09-30,,,012141,5384.0,14482.0,0.43,2.635981757081133,2.635981757081133,,212.7867412140575,0.2671440907105683,0.06991065730695596,2191.0,0.41,2789.0,3134.0,3320.0,15.35625,1191.0,5499.0,-0.25000000000000006,-0.3064542398156864,-0.3064542398156864,,50.07996759551918,0.12821110486448234,-0.018093944240837392,508.0,-0.2,683.0,849.0,817.0,0.26390542328042343,0.2840448366324828,0.6121562952243127,-0.36764705882352944,-0.10414984051951581,-0.10414984051951581,,0.30779276413488676,0.9228269592256395,-0.2056022517301095,0.3018419489007724,-0.3278688524590164,0.3243114909781577,0.3715536105032822,0.32640831002796644,0.01748604545429644
10104.0,2000.0,1.0,,2000-08-31,,,012142,2261.875,,0.18,2.1948460120304474,2.1948460120304474,,508.3296491550441,0.06054407104309113,0.09322035160600704,500.677,0.18,658.041,750.198,776.243,47.38666862599141,277.35799999999995,,0.009999999999999981,0.31647168348348464,0.31647168348348464,,288.8276384764823,-0.11715230726428359,0.02559067277670532,263.94100000000003,0.009999999999999981,312.17800000000005,309.214,412.0330000000001,32.54181814141432,0.13976095946771938,,0.0588235294117645,0.168481691148481,0.168481691148481,,1.3158314021070212,-0.6592835958740615,0.3783941195594991,1.1149170383887541,0.0588235294117645,0.9026059451285626,0.7011909729151171,1.1313061146042123,2.1921283865555474
10089.0,2000.0,1.0,,2000-01-31,,,012143,13.185,-18.132,0.25,1.3550453172205434,2.310694864048338,,23.466408668730654,0.0488468809073724,0.08002576681036616,1.615,0.19,1.441,2.126,1.235,1.8779173480005948,-3.1259999999999994,5.274999999999999,0.18,0.8110651809217427,1.3329358699123561,,-0.6030357757137921,-0.11572454766405615,0.050233250406748496,1.111,0.12,0.648,,0.7310000000000001,1.1608280295635196,-0.1916498068787934,-0.2253599350621608,2.571428571428571,1.4909830833900815,1.3632560558445532,,-0.025053996452044425,-0.7031873555975635,1.686102970497945,2.2043650793650795,1.714285714285714,0.8171500630517023,,1.4503968253968256,1.6188053562052644
10108.0,2000.0,1.0,,2000-03-31,,,012144,384.665,673.163,0.32,1.843608636912835,1.999762053950301,,119.59242913224632,0.029136265953247666,0.03234775807077382,41.521,0.33,66.958,100.834,70.268,3.868546964666067,33.01800000000003,217.53200000000004,0.61,-0.04326463536321201,-0.020715982795940446,,248.76607310749205,0.051455640953247665,0.07056328934381512,77.232,0.030000000000000027,4.928999999999995,10.073000000000008,90.309,-1.0678924663226401,0.0938952984100534,0.4774302011935099,-2.1034482758620694,-0.02292927458293148,-0.010253010633711868,,-1.9258268595036654,-2.305424813788364,-1.8464557993360455,-2.16269496793705,0.10000000000000009,0.0794628319012074,0.1109837925981425,-4.506212264857043,-0.21632848559204432
10127.0,2000.0,1.0,,1999-12-31,,,012156,11.182,8.112,0.05,1.906473829201102,2.5867768595041323,,50.109281437125745,0.03698269896193772,0.011705333987523657,0.167,0.05,0.02,0.151,0.254,0.5875754809717736,3.1950000000000003,1.0309999999999997,0.020000000000000004,-0.15960719872599904,0.04724624458345561,,-39.17135581777623,0.017908922482755836,0.004296312414196135,0.06500000000000002,0.020000000000000004,-0.0019999999999999983,-0.01200000000000001,0.1,-0.07390668653022403,0.4000250406911232,0.14560090382714308,0.6666666666666667,-0.07725118065003145,0.01860432172223736,,-0.4387441333549119,0.9389290318203409,0.5798758137866489,0.6372549019607845,0.6666666666666667,-0.09090909090909083,-0.07361963190184051,0.6493506493506493,-0.111728917514622
